logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
av conselheiro rosa e silva;1930;apto 902 edf golden jaqueira home service;298349,41;Tamarineira;Recife;PE;2024;1644,09;66,87;0,01443;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-16;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2025
av conselheiro rosa e silva;1952;apto 0204 bloco b;280000,00;Tamarineira;Recife;PE;1970;2107,87;88;0,01851;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-08;Bom;Apartamento;0,00;59382;-8.035049;-34.901998;2025
rua coronel uriel sergio cardim;51;apto 0101 edf dacar;280000,00;Tamarineira;Recife;PE;1972;492;104,75;0,16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-11-03;Bom;Apartamento;0,00;62421;-8.035793;-34.900489;2025
rua ricardo hardman;157;apto 502 edf parklane jaqueira marcos suassuna;1520000,00;Tamarineira;Recife;PE;2021;1159,42;155,27;0,04155;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-16;Bom;Apartamento;0,00;57444;-8.036072;-34.900373;2025
rua ricardo hardman;55;apto 402 edf maria eugenia - bloco c;2644500,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-30;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1102 edf maria eugenia - bloco c;2200000,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1102 edf maria eugenia - bloco c;2200000,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1102 edf maria eugenia - bloco c;2200000,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1102 edf maria eugenia - bloco c;2200000,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1102 edf maria eugenia - bloco c;2200000,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1301 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-30;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1301 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-13;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1402 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1402 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1402 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1402 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1402 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1101 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-16;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1101 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1101 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1101 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua ricardo hardman;55;apto 1101 edf rita de cassia - bloco a;2200000,00;Tamarineira;Recife;PE;2017;7011,16;282,1;0,01108;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2025
rua neto de mendonca;170;apto 0202 edf res gion;650000,00;Tamarineira;Recife;PE;2002;930;150,24;0,02777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-15;Bom;Apartamento;0,00;46124;-8.035605;-34.900522;2025
rua doutor jose maria;931;apto 0101 edf tacumã;420000,00;Tamarineira;Recife;PE;1988;480;152,33;0,08333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;0,00;36196;;;2025
rua coronel uriel sergio cardim;71;apto 1301 edf. privilege jaqueira;800000,00;Tamarineira;Recife;PE;2018;1771,16;113,3;0,01812;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;0,00;62421;;;2025
rua coronel uriel sergio cardim;71;apto 101 edf. privilege jaqueira;386523,94;Tamarineira;Recife;PE;2018;1771,16;100,51;0,01683;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-30;Bom;Apartamento;0,00;62421;;;2025
rua coronel uriel sergio cardim;71;apto 1002 edf. privilege jaqueira;700000,00;Tamarineira;Recife;PE;2018;1771,16;113,3;0,01812;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-21;Bom;Apartamento;0,00;62421;;;2025
rua coronel uriel sergio cardim;71;apto 301 edf. privilege jaqueira;590000,00;Tamarineira;Recife;PE;2018;1771,16;100,51;0,01683;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-04;Bom;Apartamento;100000,00;62421;;;2025
av conselheiro rosa e silva;2075;apto 1202 edf dafna;600000,00;Tamarineira;Recife;PE;1999;884,52;190,85;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-22;Bom;Apartamento;0,00;59382;-8.0344;-34.903027;2025
rua simao mendes;200;apto 301 edf saint elisee;2500000,00;Tamarineira;Recife;PE;2007;3496;307,2;0,01515;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-23;Bom;Apartamento;0,00;55670;-8.035144;-34.90395;2025
rua simao mendes;200;apto 601 edf saint elisee;2600000,00;Tamarineira;Recife;PE;2007;3496;307,2;0,01515;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-13;Bom;Apartamento;0,00;55670;-8.035144;-34.90395;2025
rua do futuro;1200;apto 2701 edf parque da jaqueira;2600000,00;Tamarineira;Recife;PE;2006;3496;282,11;0,01471;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-12-01;Bom;Apartamento;0,00;25879;-8.035125;-34.904358;2025
rua rio grande do sul;80;;300000,00;Tamarineira;Recife;PE;1982;140;77,39;1;Simples;Casa;RESIDENCIAL;2025-06-25;Bom;Casa;0,00;57932;-8.034116;-34.904116;2025
rua doutor jose maria;517;apto 0302 edf três marias;630000,00;Encruzilhada;Recife;PE;1994;1284,8;226,47;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-03;Bom;Apartamento;0,00;36196;-8.036417;-34.896037;2025
rua doutor jose maria;485;apto 1401 edf vila velha colonial;469513,89;Encruzilhada;Recife;PE;1998;905,18;140,46;0,02941;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-26;Bom;Apartamento;0,00;36196;-8.036494;-34.895721;2025
rua doutor jose maria;485;apto 0602 edf vila velha colonial;447927,73;Encruzilhada;Recife;PE;1998;905,18;140,46;0,02941;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-26;Bom;Apartamento;250000,00;36196;-8.036494;-34.895721;2025
rua gomes de matos junior;75;apto 1002 edf quinta do algarve;950000,00;Encruzilhada;Recife;PE;2008;1492,22;197,24;0,02265;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;0,00;26980;-8.037054;-34.896105;2025
rua gomes de matos junior;75;apto 202 edf quinta do algarve;980000,00;Encruzilhada;Recife;PE;2008;1492,22;197,24;0,02265;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-09;Bom;Apartamento;0,00;26980;-8.037054;-34.896105;2025
rua teles junior;80;apto 0502 edf conde de luxemburgo;584308,15;Encruzilhada;Recife;PE;1982;1139,56;230,71;0,07142;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-28;Bom;Apartamento;0,00;60461;-8.037443;-34.896321;2025
rua teles junior;110;apto 402 edf. marques dos aflitos;600000,00;Encruzilhada;Recife;PE;2025;610,37;105,15;0,07277;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-28;Bom;Apartamento;0,00;60461;-8.037338;-34.896579;2025
rua teles junior;110;apto 204 edf. marques dos aflitos;390000,00;Encruzilhada;Recife;PE;2025;610,37;101,04;0,06976;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-14;Bom;Apartamento;190000,00;60461;-8.037338;-34.896579;2025
rua teles junior;110;apto 201 edf. marques dos aflitos;550000,00;Encruzilhada;Recife;PE;2025;610,37;107,55;0,07451;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-17;Bom;Apartamento;0,00;60461;-8.037338;-34.896579;2025
rua teles junior;110;apto 302 edf. marques dos aflitos;549000,00;Encruzilhada;Recife;PE;2025;610,37;107,19;0,07425;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-12-01;Bom;Apartamento;0,00;60461;-8.037338;-34.896579;2025
rua teles junior;122;apto 0203 bloco a;163000,00;Encruzilhada;Recife;PE;1970;1277,5;54;0,02846;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-06-18;Bom;Apartamento;130000,00;60461;-8.037296;-34.896788;2025
rua teles junior;122;apto 0303 bloco b;179000,00;Encruzilhada;Recife;PE;1970;1277,5;73;0,03848;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-11-11;Bom;Apartamento;0,00;60461;-8.037296;-34.896788;2025
rua doutor jose maria;665;apto 1902 edf calandre;391844,13;Encruzilhada;Recife;PE;1993;1079,72;112,15;0,02631;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-08;Bom;Apartamento;0,00;36196;-8.035949;-34.897206;2025
rua general artur oscar;30;apto 2204 edf studio rosarinho prince;470000,00;Encruzilhada;Recife;PE;2006;1733,33;96,43;0,00908;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-24;Bom;Apartamento;0,00;8494;-8.036256;-34.896484;2025
rua general artur oscar;30;apto 202 edf studio rosarinho prince;450000,00;Encruzilhada;Recife;PE;2006;1733,33;96,43;0,00908;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-21;Bom;Apartamento;0,00;8494;-8.036256;-34.896484;2025
rua general artur oscar;30;apto 605 edf studio rosarinho prince;450000,00;Encruzilhada;Recife;PE;2006;1733,33;97,16;0,00915;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-02;Bom;Apartamento;0,00;8494;-8.036256;-34.896484;2025
rua general artur oscar;30;apto 605 edf studio rosarinho prince;450000,00;Encruzilhada;Recife;PE;2006;1733,33;97,16;0,00915;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-12;Bom;Apartamento;0,00;8494;-8.036256;-34.896484;2025
rua general artur oscar;30;apto 505 edf studio rosarinho prince;450000,00;Encruzilhada;Recife;PE;2006;1733,33;97,16;0,00915;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-13;Bom;Apartamento;0,00;8494;-8.036256;-34.896484;2025
rua teles junior;230;apto 1701 edf saint victor;960000,00;Encruzilhada;Recife;PE;2007;962;169,56;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-10;Bom;Apartamento;0,00;60461;-8.036981;-34.897544;2025
rua teles junior;230;apto 702 edf saint victor;700000,00;Encruzilhada;Recife;PE;2007;962;169,56;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-13;Bom;Apartamento;0,00;60461;-8.036981;-34.897544;2025
av santos dumont;508;apto 1603 edf cap de ville;510000,00;Encruzilhada;Recife;PE;2008;1043;106,27;0,01671;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-28;Bom;Apartamento;293000,00;53996;-8.036797;-34.897784;2025
av santos dumont;508;apto 802 edf cap de ville;410000,00;Encruzilhada;Recife;PE;2008;1043;104,89;0,0165;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-06;Bom;Apartamento;0,00;53996;-8.036797;-34.897784;2025
av santos dumont;508;apto 802 edf cap de ville;410000,00;Encruzilhada;Recife;PE;2008;1043;104,89;0,0165;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-05;Bom;Apartamento;0,00;53996;-8.036797;-34.897784;2025
av santos dumont;530;apto 1902 edf praia de imbituba;690000,00;Encruzilhada;Recife;PE;2005;2008,04;140,76;0,01172;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-05;Bom;Apartamento;0,00;53996;-8.036702;-34.897418;2025
av santos dumont;576;apto 0303 edf ana carolina;315000,00;Encruzilhada;Recife;PE;1984;1080,3;99,2;0,04166;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-09;Bom;Apartamento;0,00;53996;-8.036317;-34.897352;2025
av santos dumont;576;apto 0302 edf ana carolina;345000,00;Encruzilhada;Recife;PE;1984;1080,3;99,2;0,04166;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-18;Bom;Apartamento;0,00;53996;-8.036317;-34.897352;2025
av santos dumont;616;loja 0007 edf galeria d bel;200000,00;Encruzilhada;Recife;PE;1997;784;30,87;0,06334;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-04-10;Bom;Loja;0,00;53996;-8.035918;-34.897436;2025
rua teles junior;217;apto 0501 edf juncos;800000,00;Aflitos;Recife;PE;1986;1287,56;200,74;0,03639;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-26;Bom;Apartamento;550000,00;60461;-8.037469;-34.897611;2025
rua teles junior;217;apto 0102 edf juncos;700000,00;Aflitos;Recife;PE;1986;1287,56;223,57;0,04053;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-25;Bom;Apartamento;0,00;60461;-8.037469;-34.897611;2025
rua teles junior;217;apto 0901 edf juncos;750000,00;Aflitos;Recife;PE;1986;1287,56;200,74;0,03639;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-11;Bom;Apartamento;0,00;60461;-8.037469;-34.897611;2025
rua teles junior;155;apto 1501 edf praia de jurubaiba-bloco b;1000000,00;Aflitos;Recife;PE;1993;2759;234,23;0,01237;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-26;Bom;Apartamento;580000,00;60461;-8.037615;-34.897286;2025
rua teles junior;113;apto 0801 edf guernica;530000,00;Aflitos;Recife;PE;1991;960;188,03;0,04545;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-22;Bom;Apartamento;0,00;60461;-8.037864;-34.896708;2025
rua teles junior;113;apto 0801 edf guernica;530000,00;Aflitos;Recife;PE;1991;960;188,03;0,04545;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-22;Bom;Apartamento;0,00;60461;-8.037864;-34.896708;2025
rua teles junior;105;apto 0902 edf saint bernard;800000,00;Aflitos;Recife;PE;2000;1566,97;202,31;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-10;Bom;Apartamento;0,00;60461;-8.037914;-34.896594;2025
rua teles junior;105;apto 0101 edf saint bernard;755000,00;Aflitos;Recife;PE;2000;1566,97;202,31;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-13;Bom;Apartamento;0,00;60461;-8.037914;-34.896594;2025
rua teles junior;65;apto 0701 edf praia de indaiatuba;750000,00;Aflitos;Recife;PE;2004;2265,11;195,43;0,01607;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-16;Bom;Apartamento;600000,00;60461;-8.03798;-34.896366;2025
rua teles junior;65;apto 0601 edf praia de indaiatuba;800000,00;Aflitos;Recife;PE;2004;2265,11;195,43;0,01607;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-11;Bom;Apartamento;50000,00;60461;-8.03798;-34.896366;2025
rua teles junior;33;apto 0102 edf pedro lima;580000,00;Aflitos;Recife;PE;1987;1384,5;215,21;0,03472;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-23;Bom;Apartamento;0,00;60461;-8.038124;-34.896104;2025
rua teles junior;33;apto 1001 edf pedro lima;619936,68;Aflitos;Recife;PE;1987;1384,5;215,21;0,03472;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-24;Bom;Apartamento;0,00;60461;-8.038124;-34.896104;2025
rua teles junior;33;apto 0601 edf pedro lima;810000,00;Aflitos;Recife;PE;1987;1384,5;215,21;0,03472;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;500000,00;60461;-8.038124;-34.896104;2025
rua teles junior;33;apto 0601 edf pedro lima;605518,04;Aflitos;Recife;PE;1987;1384,5;215,21;0,03472;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-03;Bom;Apartamento;0,00;60461;-8.038124;-34.896104;2025
rua carneiro vilela;486;apto 0102 edf oiteiro;500000,00;Aflitos;Recife;PE;1980;1617,72;165,22;0,03333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-15;Bom;Apartamento;400000,00;15270;-8.038485;-34.89631;2025
rua carneiro vilela;486;apto 0402 edf oiteiro;480000,00;Aflitos;Recife;PE;1980;1617,72;165,22;0,03333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-28;Bom;Apartamento;0,00;15270;-8.038485;-34.89631;2025
rua carneiro vilela;510;apto 902 edf residencias do espinheiro;728500,83;Aflitos;Recife;PE;2007;871,53;209,6;0,04166;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-23;Bom;Apartamento;450000,00;15270;-8.038412;-34.896535;2025
rua carneiro vilela;510;apto 402 edf residencias do espinheiro;707383,20;Aflitos;Recife;PE;2007;871,53;209,6;0,04166;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-15;Bom;Apartamento;450000,00;15270;-8.038412;-34.896535;2025
rua carneiro vilela;534;;1976000,00;Aflitos;Recife;PE;1973;987,98;259,55;1;Simples;Casa;RESIDENCIAL;2025-03-21;Bom;Casa;0,00;15270;-8.038302;-34.896796;2025
rua carneiro vilela;578;apto 0203 edf moet e chandon;330000,00;Aflitos;Recife;PE;1983;1839,99;101,18;0,01531;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-16;Bom;Apartamento;0,00;15270;-8.038159;-34.897056;2025
rua carneiro vilela;578;apto 0702 edf moet e chandon;350000,00;Aflitos;Recife;PE;1983;1839,99;105,07;0,0159;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-28;Bom;Apartamento;0,00;15270;-8.038159;-34.897056;2025
rua carneiro vilela;620;apto 0102 edf carneiro vilela;350000,00;Aflitos;Recife;PE;1974;585;121;0,11111;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-08-19;Bom;Apartamento;280000,00;15270;-8.037995;-34.897428;2025
av santos dumont;420;apto 0603 edf reinaldo camara;325000,00;Aflitos;Recife;PE;2001;1690,51;113,08;0,01146;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-10;Bom;Apartamento;0,00;53996;-8.037508;-34.898133;2025
av santos dumont;420;apto 0801 edf reinaldo camara;390000,00;Aflitos;Recife;PE;2001;1690,51;121,32;0,01229;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-11;Bom;Apartamento;0,00;53996;-8.037508;-34.898133;2025
av santos dumont;444;apto 1002 edf rio trombetas;385182,77;Aflitos;Recife;PE;1988;751,91;127,07;0,04205;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-17;Bom;Apartamento;0,00;53996;-8.037341;-34.898053;2025
rua doutor jose maria;735;apto 1;158000,00;Rosarinho;Recife;PE;1949;58,8;58,8;0,5;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-09-24;Bom;Apartamento;0,00;36196;-8.035661;-34.897778;2025
rua teles junior;324;;950000,00;Rosarinho;Recife;PE;1949;260;288,62;1;Simples;Casa;RESIDENCIAL;2025-10-17;Bom;Casa;0,00;60461;-8.036678;-34.898329;2025
rua teles junior;350;apto 1202 edf quinta das laranjeiras;820000,00;Rosarinho;Recife;PE;2010;1693,57;187,45;0,01666;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-17;Bom;Apartamento;0,00;60461;-8.036472;-34.898531;2025
rua teles junior;350;apto 1202 edf quinta das laranjeiras;820000,00;Rosarinho;Recife;PE;2010;1693,57;187,45;0,01666;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-17;Bom;Apartamento;0,00;60461;-8.036472;-34.898531;2025
rua desembargador martins pereira;81;apto 901 edf. sainte bruna;835870,81;Rosarinho;Recife;PE;2023;954,1;170,39;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-01;Bom;Apartamento;0,00;43400;;;2025
rua desembargador martins pereira;81;apto 101 edf. sainte bruna;797441,19;Rosarinho;Recife;PE;2023;954,1;170,39;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;0,00;43400;;;2025
rua desembargador martins pereira;81;apto 602 edf. sainte bruna;821247,33;Rosarinho;Recife;PE;2023;954,1;170,39;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-08;Bom;Apartamento;0,00;43400;;;2025
rua desembargador martins pereira;81;apto 702 edf. sainte bruna;878400,00;Rosarinho;Recife;PE;2023;954,1;170,39;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-10;Bom;Apartamento;0,00;43400;;;2025
rua desembargador martins pereira;81;apto 102 edf. sainte bruna;797441,19;Rosarinho;Recife;PE;2023;954,1;170,39;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-20;Bom;Apartamento;0,00;43400;;;2025
rua desembargador martins pereira;81;apto 1001 edf. sainte bruna;10933,33;Rosarinho;Recife;PE;2023;954,1;170,39;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;0,00;43400;;;2025
